Lead_ID,Customer_Name,Age,Gender,Region,Industry,Revenue_Potential,Lead_Source,Stage,Time_Spent_in_Stage_Days,Engagement_Score,Converted,Preferred_Contact_Method,Competitor_Consideration,Marketing_Spend,Discount_Offered,Customer_Feedback
LEAD005148,Customer_5148,26,Male,West,Finance,12889.15,Cold Call,Consideration,72,73.89,1,In-Person,0,1058.35,19.17,Negative
LEAD005149,Customer_5149,19,Female,West,Finance,22393.05,Email,Interest,36,35.14,0,None,0,4474.79,14.18,Positive
LEAD005150,Customer_5150,38,Female,East,Education,68880.16,Email,Interest,14,33.63,0,Email,0,6015.44,9.49,Neutral
LEAD005151,Customer_5151,24,Female,East,Education,83390.56,Cold Call,Awareness,4,66.41,0,Email,1,937.54,15.53,Negative
LEAD005152,Customer_5152,18,Male,East,Manufacturing,44110.02,Referral,Awareness,24,44.94,1,Phone,0,4473.66,22.28,Positive
LEAD005153,Customer_5153,24,Female,South,Retail,42004.05,SEO,Interest,36,92.12,1,Email,0,5909.36,0.41,Neutral
LEAD005154,Customer_5154,26,Male,West,Manufacturing,46463.98,Social Media,Consideration,61,14.51,0,Phone,1,5667.68,5.92,Positive
LEAD005155,Customer_5155,42,Female,East,Education,47367.87,Website,Interest,8,38.3,0,Phone,0,8084.46,2.53,Positive
LEAD005156,Customer_5156,65,Male,North,Manufacturing,23871.08,Referral,Consideration,98,2.96,0,None,0,9312.72,13.78,Positive
LEAD005157,Customer_5157,72,Female,West,Retail,98911.55,Email,Intent,33,19.29,0,Chat,0,2131.19,14.37,No Feedback
LEAD005158,Customer_5158,30,Other,South,Travel,66993.93,SEO,Consideration,62,42.46,0,In-Person,0,5025.16,18.98,No Feedback
LEAD005159,Customer_5159,48,Female,South,Finance,77484.71,Event,Interest,23,36.94,0,Email,0,7863.0,14.38,Positive
LEAD005160,Customer_5160,23,Male,West,Healthcare,44510.62,Website,Awareness,16,32.8,0,Phone,0,7104.69,27.04,Positive
LEAD005161,Customer_5161,63,Male,East,Healthcare,76202.81,Cold Call,Interest,84,3.4,0,In-Person,0,242.35,19.87,Positive
LEAD005162,Customer_5162,31,Prefer Not to Say,North,Education,68496.73,Referral,Consideration,18,58.46,0,In-Person,0,790.51,29.44,Neutral
LEAD005163,Customer_5163,66,Female,West,Education,82797.93,Social Media,Evaluation,100,88.92,0,None,0,1449.46,15.1,Positive
LEAD005164,Customer_5164,47,Male,West,Manufacturing,4897.04,Website,Interest,41,28.53,1,Email,0,3516.66,7.04,No Feedback
LEAD005165,Customer_5165,39,Female,South,Manufacturing,4993.17,Website,Interest,20,30.2,0,Chat,0,9553.39,20.28,Positive
LEAD005166,Customer_5166,69,Other,South,Technology,57135.35,Email,Interest,78,67.52,1,Phone,0,9639.18,2.31,Positive
LEAD005167,Customer_5167,21,Male,North,Retail,38195.32,Event,Intent,81,77.44,1,Chat,0,8025.23,28.97,Neutral
LEAD005168,Customer_5168,46,Female,West,Healthcare,80360.5,Cold Call,Intent,7,92.28,0,None,0,2487.77,21.03,Neutral
LEAD005169,Customer_5169,19,Male,East,Technology,16992.54,Event,Awareness,81,31.77,1,None,0,2498.55,7.09,Positive
LEAD005170,Customer_5170,47,Male,Central,Manufacturing,25431.87,Event,Interest,101,32.83,1,Email,0,9634.19,26.52,Neutral
LEAD005171,Customer_5171,41,Female,West,Finance,42344.65,SEO,Evaluation,1,58.14,0,In-Person,0,8000.01,0.11,Positive
LEAD005172,Customer_5172,33,Male,East,Technology,89434.12,Email,Intent,111,25.66,0,Chat,0,7705.33,5.62,Negative
LEAD005173,Customer_5173,42,Prefer Not to Say,West,Travel,13703.87,Social Media,Intent,41,21.41,1,Chat,0,6317.56,24.6,Positive
LEAD005174,Customer_5174,18,Female,South,Travel,77709.66,Referral,Consideration,93,35.2,0,None,1,5539.37,7.19,Positive
LEAD005175,Customer_5175,29,Prefer Not to Say,North,Finance,98864.87,Cold Call,Intent,41,20.17,0,Phone,0,9786.08,9.0,Positive
LEAD005176,Customer_5176,56,Male,North,Technology,75135.45,SEO,Intent,83,15.24,1,Email,0,1412.36,28.95,Negative
LEAD005177,Customer_5177,33,Male,Central,Technology,55251.1,Event,Intent,97,76.81,0,Email,0,4072.76,7.2,Positive
LEAD005178,Customer_5178,72,Male,West,Travel,56052.33,Referral,Interest,80,82.36,0,In-Person,0,709.81,28.1,Positive
LEAD005179,Customer_5179,44,Male,Central,Education,16840.77,SEO,Consideration,103,98.53,0,In-Person,0,8489.28,14.04,Positive
LEAD005180,Customer_5180,46,Female,West,Healthcare,44189.68,Social Media,Consideration,68,33.68,1,Email,0,3842.75,17.95,Negative
LEAD005181,Customer_5181,72,Male,South,Education,53259.42,Website,Awareness,35,84.28,0,In-Person,0,8558.91,2.07,Positive
LEAD005182,Customer_5182,46,Female,Central,Education,50088.59,Event,Evaluation,5,7.03,0,Chat,1,5963.24,11.87,Positive
LEAD005183,Customer_5183,21,Female,East,Manufacturing,11605.01,SEO,Interest,16,49.99,1,Email,0,8911.67,22.49,Positive
LEAD005184,Customer_5184,55,Male,Central,Retail,15598.18,Cold Call,Awareness,43,10.95,0,Chat,0,3352.5,3.68,Neutral
LEAD005185,Customer_5185,61,Female,North,Healthcare,25561.2,Cold Call,Interest,28,25.48,0,None,0,4053.59,11.18,Positive
LEAD005186,Customer_5186,49,Male,South,Retail,52393.85,Cold Call,Consideration,2,17.81,0,Phone,0,2040.98,25.04,Negative
LEAD005187,Customer_5187,74,Male,South,Healthcare,16482.33,Cold Call,Consideration,98,44.83,0,Phone,0,4716.47,29.2,Neutral
LEAD005188,Customer_5188,65,Female,North,Finance,28241.4,Event,Interest,116,42.38,0,Phone,0,9821.96,26.87,Neutral
LEAD005189,Customer_5189,62,Female,West,Retail,34532.97,Cold Call,Awareness,14,42.61,0,Phone,0,4063.15,20.3,Positive
LEAD005190,Customer_5190,61,Female,Central,Finance,67103.67,Cold Call,Purchase,28,22.04,0,Email,0,6372.64,16.67,Negative
LEAD005191,Customer_5191,58,Female,Central,Finance,33666.33,Email,Awareness,87,82.42,0,In-Person,0,1993.21,28.32,Negative
LEAD005192,Customer_5192,21,Female,West,Travel,69913.98,Website,Interest,53,16.13,0,Phone,1,7645.74,16.08,Neutral
LEAD005193,Customer_5193,51,Male,South,Finance,15524.74,Email,Evaluation,64,76.51,0,Email,0,6061.15,16.98,Neutral
LEAD005194,Customer_5194,51,Other,South,Technology,28724.62,Website,Awareness,64,90.25,0,Chat,0,1844.11,27.29,No Feedback
LEAD005195,Customer_5195,19,Other,South,Healthcare,42598.61,Event,Consideration,39,34.73,0,Phone,0,2103.33,19.41,Negative
LEAD005196,Customer_5196,45,Male,East,Healthcare,26923.7,Referral,Evaluation,45,68.42,0,None,0,6227.26,6.78,Positive
LEAD005197,Customer_5197,64,Prefer Not to Say,East,Technology,18804.29,Website,Awareness,53,76.48,1,Chat,0,6374.95,0.12,Positive
LEAD005198,Customer_5198,18,Female,Central,Finance,97245.01,Email,Interest,81,35.99,0,In-Person,1,6712.57,13.98,Positive
LEAD005199,Customer_5199,40,Female,North,Technology,65811.15,Event,Purchase,81,46.3,0,Chat,0,5574.96,20.54,Positive
LEAD005200,Customer_5200,55,Male,West,Healthcare,2605.75,Event,Evaluation,14,1.73,0,Phone,0,6154.3,11.17,Negative
LEAD005201,Customer_5201,54,Male,East,Manufacturing,19103.74,Event,Awareness,39,21.17,0,None,0,3211.14,25.14,Negative
LEAD005202,Customer_5202,36,Female,West,Education,66181.86,SEO,Interest,26,52.55,1,Email,0,1870.09,23.61,Positive
LEAD005203,Customer_5203,44,Male,Central,Retail,35758.91,Social Media,Evaluation,96,23.68,0,Chat,0,316.68,11.99,Negative
LEAD005204,Customer_5204,60,Female,Central,Education,51182.08,Email,Intent,56,25.8,1,Chat,0,277.92,20.61,No Feedback
LEAD005205,Customer_5205,68,Male,North,Manufacturing,80069.39,Social Media,Interest,30,35.86,0,None,0,564.58,25.66,Neutral
LEAD005206,Customer_5206,29,Male,West,Finance,12019.66,Social Media,Awareness,56,64.73,0,In-Person,0,7017.26,26.09,Negative
LEAD005207,Customer_5207,18,Male,North,Travel,64296.61,Referral,Interest,44,53.28,1,None,0,3157.0,28.65,Neutral
LEAD005208,Customer_5208,30,Prefer Not to Say,North,Manufacturing,49235.06,Referral,Evaluation,55,12.5,1,In-Person,0,5372.34,22.73,Positive
LEAD005209,Customer_5209,64,Male,Central,Technology,22963.56,Email,Consideration,36,47.25,1,Chat,0,5328.55,13.18,Negative
LEAD005210,Customer_5210,18,Female,Central,Education,32561.86,Social Media,Awareness,13,14.72,0,Chat,0,8917.66,25.79,Positive
LEAD005211,Customer_5211,62,Female,South,Technology,3317.33,Social Media,Intent,42,43.09,0,In-Person,0,4151.16,9.74,Positive
LEAD005212,Customer_5212,27,Female,North,Retail,98144.69,Email,Interest,77,89.69,0,In-Person,0,2670.69,2.65,Neutral
LEAD005213,Customer_5213,31,Female,West,Finance,13217.62,Referral,Consideration,90,50.84,0,Email,1,3997.01,5.54,Positive
LEAD005214,Customer_5214,57,Prefer Not to Say,West,Healthcare,74763.56,Cold Call,Purchase,94,99.99,0,None,0,464.53,24.31,Positive
LEAD005215,Customer_5215,39,Female,North,Retail,44108.64,SEO,Evaluation,101,38.27,0,Phone,1,891.33,27.02,Neutral
LEAD005216,Customer_5216,63,Female,Central,Travel,47075.1,Referral,Interest,111,17.11,1,In-Person,0,6761.33,23.55,No Feedback
LEAD005217,Customer_5217,54,Other,West,Travel,59407.62,Website,Awareness,34,86.49,0,Phone,0,1012.05,7.49,Positive
LEAD005218,Customer_5218,37,Male,East,Finance,91222.29,Referral,Awareness,53,18.75,0,None,1,3680.47,17.04,Positive
LEAD005219,Customer_5219,73,Male,East,Education,56283.57,Email,Interest,2,55.93,0,Phone,0,4092.01,9.02,No Feedback
LEAD005220,Customer_5220,64,Female,South,Healthcare,80383.36,Website,Awareness,111,41.79,0,None,0,3759.2,26.69,Positive
LEAD005221,Customer_5221,45,Male,West,Education,84271.09,Cold Call,Awareness,26,94.51,0,In-Person,1,7756.13,6.63,Negative
LEAD005222,Customer_5222,29,Female,East,Travel,65115.09,Website,Intent,28,91.99,0,Phone,0,1696.94,22.25,Neutral
LEAD005223,Customer_5223,74,Female,West,Retail,64038.82,Website,Awareness,59,65.36,1,Email,0,3409.77,12.98,Neutral
LEAD005224,Customer_5224,33,Female,East,Technology,86343.88,SEO,Purchase,45,86.5,0,Phone,1,5090.93,5.63,Negative
LEAD005225,Customer_5225,18,Prefer Not to Say,North,Manufacturing,5591.94,Event,Awareness,65,22.59,0,Chat,0,2335.26,14.39,Neutral
LEAD005226,Customer_5226,35,Prefer Not to Say,West,Education,63874.75,Event,Evaluation,53,47.25,0,Email,0,484.43,17.92,Neutral
LEAD005227,Customer_5227,21,Male,East,Manufacturing,52363.71,Social Media,Interest,119,96.36,0,In-Person,0,6651.1,14.15,Positive
LEAD005228,Customer_5228,23,Male,West,Travel,26951.29,Cold Call,Consideration,53,37.77,0,In-Person,0,8571.05,3.48,Neutral
LEAD005229,Customer_5229,68,Female,South,Education,78274.37,SEO,Consideration,71,63.96,1,Email,0,6516.42,0.89,Neutral
LEAD005230,Customer_5230,66,Female,South,Retail,30057.71,Cold Call,Awareness,3,26.06,0,Chat,1,2372.99,12.33,Neutral
LEAD005231,Customer_5231,61,Male,South,Finance,78034.87,Email,Intent,95,57.23,0,Chat,0,2104.94,13.16,Positive
LEAD005232,Customer_5232,52,Male,South,Finance,91291.92,Website,Awareness,118,42.9,0,None,0,2917.21,18.3,Positive
LEAD005233,Customer_5233,29,Male,South,Healthcare,57434.95,Website,Awareness,49,5.35,1,None,0,6044.8,11.92,Neutral
LEAD005234,Customer_5234,44,Female,South,Travel,80466.88,Website,Interest,67,72.04,1,In-Person,0,9185.24,1.25,Neutral
LEAD005235,Customer_5235,73,Male,North,Education,26435.21,SEO,Awareness,41,20.16,0,Phone,0,9048.32,29.76,Positive
LEAD005236,Customer_5236,46,Male,North,Travel,16064.33,Cold Call,Intent,15,60.95,0,Chat,0,2130.0,9.71,Negative
LEAD005237,Customer_5237,60,Female,Central,Travel,56950.23,Event,Awareness,35,62.97,1,Phone,1,3828.74,6.04,Positive
LEAD005238,Customer_5238,70,Female,North,Education,42894.73,Event,Consideration,97,73.88,0,Chat,0,8536.45,7.45,Neutral
LEAD005239,Customer_5239,34,Male,South,Travel,42703.66,Email,Awareness,82,48.44,1,Email,1,9317.48,24.88,Neutral
LEAD005240,Customer_5240,54,Male,West,Retail,13187.78,Event,Consideration,63,82.56,0,Chat,1,7057.39,25.31,Neutral
LEAD005241,Customer_5241,57,Male,North,Retail,93749.21,Social Media,Awareness,15,39.54,0,Phone,1,7649.46,26.83,Positive
LEAD005242,Customer_5242,44,Other,West,Finance,11256.94,Website,Interest,2,37.77,0,Email,1,7508.22,13.43,Positive
LEAD005243,Customer_5243,74,Male,South,Manufacturing,29498.23,Website,Interest,79,44.28,0,None,0,1715.7,11.55,Negative
LEAD005244,Customer_5244,23,Male,North,Retail,47495.14,Event,Awareness,46,87.51,1,Chat,0,573.19,25.49,Positive
LEAD005245,Customer_5245,53,Prefer Not to Say,North,Retail,74434.88,SEO,Awareness,61,72.94,0,None,0,8468.43,28.79,Positive
LEAD005246,Customer_5246,62,Male,West,Technology,62984.39,Event,Evaluation,80,62.35,0,Email,0,2172.73,6.5,Neutral
LEAD005247,Customer_5247,70,Male,South,Healthcare,7662.34,Email,Intent,117,70.32,0,Email,0,9825.33,13.71,Positive
LEAD005248,Customer_5248,68,Female,East,Travel,5013.78,Event,Awareness,24,76.15,0,Phone,0,8778.99,22.88,Neutral
LEAD005249,Customer_5249,24,Female,South,Healthcare,57319.8,SEO,Intent,96,63.39,0,None,1,6895.85,28.12,Positive
LEAD005250,Customer_5250,60,Female,West,Technology,1707.96,SEO,Awareness,44,46.59,0,Chat,0,8572.81,13.63,Positive
LEAD005251,Customer_5251,37,Male,North,Education,56555.27,SEO,Awareness,5,22.59,0,Phone,1,5869.57,9.96,Neutral
LEAD005252,Customer_5252,27,Male,Central,Finance,18621.77,Referral,Consideration,56,92.41,0,Chat,0,4921.1,1.4,Negative
LEAD005253,Customer_5253,32,Female,North,Finance,19409.25,Email,Evaluation,119,72.09,0,Phone,0,4464.3,19.88,Positive
LEAD005254,Customer_5254,32,Male,North,Healthcare,18326.83,Cold Call,Awareness,80,24.34,0,Phone,0,9116.16,17.04,Positive
LEAD005255,Customer_5255,40,Female,East,Retail,77574.92,Referral,Awareness,54,88.51,0,Phone,0,3770.73,16.38,Positive
LEAD005256,Customer_5256,27,Male,North,Retail,47657.93,Social Media,Evaluation,24,73.18,0,Chat,0,8021.13,13.49,Negative
LEAD005257,Customer_5257,21,Male,South,Travel,21744.05,Website,Awareness,48,60.88,0,Chat,1,8649.82,13.24,Neutral
LEAD005258,Customer_5258,50,Prefer Not to Say,Central,Finance,6770.44,Cold Call,Awareness,22,42.4,1,Phone,0,2577.38,7.9,Positive
LEAD005259,Customer_5259,29,Female,East,Finance,44690.46,Website,Evaluation,78,48.01,1,None,0,6651.04,7.21,Neutral
LEAD005260,Customer_5260,26,Male,North,Education,53120.51,Referral,Awareness,79,48.16,1,Email,0,902.5,16.71,Positive
LEAD005261,Customer_5261,44,Female,East,Technology,59533.68,Social Media,Interest,81,58.45,0,None,1,5186.91,26.27,Positive
LEAD005262,Customer_5262,28,Male,East,Manufacturing,9165.53,Email,Awareness,19,35.44,0,Chat,0,3264.25,22.65,Positive
LEAD005263,Customer_5263,49,Other,South,Healthcare,37742.12,Website,Consideration,14,42.76,1,Chat,0,9647.16,28.13,Positive
LEAD005264,Customer_5264,32,Male,Central,Technology,34802.2,Event,Awareness,22,34.76,0,In-Person,0,8977.91,24.28,Positive
LEAD005265,Customer_5265,24,Male,West,Healthcare,33290.67,SEO,Interest,11,97.25,0,In-Person,0,607.06,8.01,Positive
LEAD005266,Customer_5266,43,Female,South,Manufacturing,88912.03,Social Media,Intent,42,47.68,0,None,0,2976.93,15.94,Neutral
LEAD005267,Customer_5267,25,Female,West,Manufacturing,36579.57,Social Media,Interest,34,74.64,1,Chat,0,643.98,28.67,Neutral
LEAD005268,Customer_5268,22,Female,East,Technology,63916.79,SEO,Consideration,53,42.96,0,In-Person,0,9722.82,24.07,Positive
LEAD005269,Customer_5269,19,Male,West,Retail,88288.88,Event,Awareness,114,84.65,0,Chat,0,1218.17,14.17,Negative
LEAD005270,Customer_5270,19,Female,East,Travel,973.74,Event,Purchase,1,31.83,1,Phone,0,4357.58,12.42,Neutral
LEAD005271,Customer_5271,27,Male,North,Finance,74276.4,Event,Consideration,86,29.03,0,Email,0,6386.32,2.35,Positive
LEAD005272,Customer_5272,34,Male,South,Education,65248.11,Email,Awareness,14,4.19,0,Email,0,7369.97,6.4,Neutral
LEAD005273,Customer_5273,30,Female,East,Education,91054.84,Event,Interest,58,46.81,0,None,0,1293.88,14.41,Positive
LEAD005274,Customer_5274,26,Female,Central,Education,45731.4,Cold Call,Intent,11,75.36,0,None,1,3024.96,3.81,Positive
LEAD005275,Customer_5275,33,Female,Central,Finance,95723.1,Event,Interest,50,25.61,0,Email,0,9001.35,1.96,Positive
LEAD005276,Customer_5276,24,Female,West,Manufacturing,46782.87,Social Media,Interest,3,34.58,0,Email,0,4603.24,8.97,Neutral
LEAD005277,Customer_5277,29,Female,East,Retail,7012.58,Referral,Awareness,12,19.03,0,Email,0,1473.29,9.65,Neutral
LEAD005278,Customer_5278,21,Male,North,Retail,76820.78,Social Media,Awareness,41,10.56,1,None,0,6537.61,14.07,Neutral
LEAD005279,Customer_5279,70,Female,North,Manufacturing,2843.4,Website,Awareness,116,88.06,0,Phone,0,1886.68,5.64,Negative
LEAD005280,Customer_5280,48,Female,South,Finance,96645.85,SEO,Consideration,70,56.9,0,Chat,0,1997.8,17.79,Neutral
LEAD005281,Customer_5281,49,Female,West,Healthcare,555.32,SEO,Consideration,6,87.59,1,Email,0,6746.09,7.62,Neutral
LEAD005282,Customer_5282,53,Male,South,Manufacturing,70614.26,Email,Awareness,84,2.2,0,None,0,3511.08,29.6,Positive
LEAD005283,Customer_5283,20,Male,South,Retail,10859.85,Event,Interest,15,0.84,1,None,0,484.95,2.64,Positive
LEAD005284,Customer_5284,58,Male,North,Technology,50586.32,SEO,Interest,84,56.65,1,In-Person,1,4344.16,13.48,Negative
LEAD005285,Customer_5285,24,Female,West,Manufacturing,12576.56,Event,Purchase,11,51.15,0,None,1,6192.77,7.18,Neutral
LEAD005286,Customer_5286,19,Other,South,Finance,57592.22,Social Media,Interest,10,33.43,0,None,1,3501.58,23.32,Positive
LEAD005287,Customer_5287,28,Male,East,Manufacturing,56069.99,Social Media,Interest,94,38.74,0,In-Person,1,6493.62,5.06,No Feedback
LEAD005288,Customer_5288,67,Female,East,Technology,7291.56,Social Media,Consideration,47,2.66,1,Phone,0,8346.18,9.03,Neutral
LEAD005289,Customer_5289,24,Other,Central,Finance,15076.99,Email,Consideration,68,77.45,1,Email,0,2167.02,1.79,Neutral
LEAD005290,Customer_5290,64,Female,Central,Education,71538.68,Website,Interest,22,41.33,0,Email,0,1234.42,1.83,Positive
LEAD005291,Customer_5291,74,Female,South,Healthcare,66755.0,Cold Call,Interest,112,73.08,0,Chat,0,6816.41,4.65,Neutral
LEAD005292,Customer_5292,37,Male,West,Retail,29358.44,Event,Consideration,28,93.73,0,Email,1,4781.55,7.29,Positive
LEAD005293,Customer_5293,39,Male,South,Retail,18651.53,SEO,Consideration,112,0.89,0,Chat,0,2641.38,1.12,Negative
LEAD005294,Customer_5294,39,Male,South,Retail,67762.01,Website,Interest,23,73.79,0,None,0,6357.05,14.52,Negative
LEAD005295,Customer_5295,42,Female,North,Travel,53926.93,Website,Interest,33,87.99,0,Email,0,5527.82,13.73,Negative
LEAD005296,Customer_5296,35,Female,West,Travel,25535.02,Social Media,Interest,8,85.9,0,Phone,0,2863.23,12.76,Positive
LEAD005297,Customer_5297,27,Female,South,Education,97882.25,Cold Call,Interest,115,91.77,0,None,0,4172.32,22.15,Positive
LEAD005298,Customer_5298,67,Female,East,Travel,38134.44,Website,Evaluation,80,17.49,1,Chat,0,1607.75,7.4,Positive
LEAD005299,Customer_5299,54,Female,North,Travel,68814.57,Referral,Interest,90,9.09,1,In-Person,0,9519.48,13.15,Positive
LEAD005300,Customer_5300,29,Male,North,Manufacturing,88432.06,Social Media,Interest,116,0.56,1,Chat,0,245.67,23.6,Neutral
LEAD005301,Customer_5301,46,Prefer Not to Say,West,Retail,95361.68,Social Media,Evaluation,118,56.57,0,Email,0,1918.98,14.71,Positive
LEAD005302,Customer_5302,20,Other,South,Travel,89662.82,Event,Interest,76,82.6,0,Chat,0,4488.6,29.99,Negative
LEAD005303,Customer_5303,70,Male,South,Healthcare,59414.9,Social Media,Consideration,114,71.78,0,Email,0,368.9,8.22,Neutral
LEAD005304,Customer_5304,72,Female,South,Manufacturing,21323.36,Social Media,Interest,105,75.65,0,Phone,0,5927.73,10.04,Positive
LEAD005305,Customer_5305,43,Male,North,Healthcare,92752.02,SEO,Evaluation,36,27.85,1,Email,0,9479.03,24.26,Negative
LEAD005306,Customer_5306,34,Male,North,Finance,97721.12,Email,Interest,108,89.95,0,In-Person,0,1337.54,6.23,Neutral
LEAD005307,Customer_5307,37,Female,North,Healthcare,1125.49,SEO,Intent,66,84.92,0,In-Person,0,8498.75,1.85,Positive
LEAD005308,Customer_5308,69,Male,West,Retail,91142.27,Email,Consideration,80,7.82,0,Phone,0,1794.55,0.51,Neutral
LEAD005309,Customer_5309,53,Female,Central,Technology,88703.86,Referral,Awareness,31,85.25,1,None,0,9063.95,27.27,Neutral
LEAD005310,Customer_5310,52,Male,East,Healthcare,45368.69,Email,Intent,29,82.38,1,Email,0,3428.25,27.42,Neutral
LEAD005311,Customer_5311,37,Male,West,Manufacturing,79545.26,Website,Consideration,78,49.08,0,In-Person,0,4501.06,24.51,Positive
LEAD005312,Customer_5312,56,Female,South,Travel,95002.85,Email,Interest,5,69.17,0,Email,0,9773.94,7.74,Neutral
LEAD005313,Customer_5313,31,Male,West,Healthcare,31238.13,Social Media,Evaluation,69,18.8,0,Email,0,9678.75,5.87,Neutral
LEAD005314,Customer_5314,68,Female,Central,Travel,47303.2,Email,Awareness,23,84.61,1,None,0,8918.36,26.84,Positive
LEAD005315,Customer_5315,59,Other,East,Education,14405.27,Referral,Intent,37,82.03,0,None,0,5134.28,19.86,Neutral
LEAD005316,Customer_5316,58,Male,West,Healthcare,29585.64,Referral,Purchase,73,89.52,0,None,0,6125.12,27.13,Negative
LEAD005317,Customer_5317,30,Female,North,Education,88470.25,Social Media,Interest,38,2.32,1,Email,1,4257.19,11.84,Negative
LEAD005318,Customer_5318,73,Female,South,Education,18365.76,Website,Interest,53,84.17,0,In-Person,0,5410.0,17.3,Neutral
LEAD005319,Customer_5319,57,Female,North,Education,94235.18,Referral,Intent,115,10.63,0,Phone,0,5663.01,1.91,Neutral
LEAD005320,Customer_5320,45,Male,North,Healthcare,56092.74,Email,Consideration,77,22.92,0,Email,0,1757.48,7.45,Negative
LEAD005321,Customer_5321,54,Male,South,Healthcare,70523.83,Referral,Interest,36,4.64,1,None,0,5872.2,14.2,Positive
LEAD005322,Customer_5322,68,Female,Central,Technology,39593.8,Website,Interest,63,13.48,0,In-Person,1,3956.14,10.74,Positive
LEAD005323,Customer_5323,49,Male,North,Technology,23800.56,Website,Awareness,70,61.44,0,In-Person,0,1529.86,28.28,No Feedback
LEAD005324,Customer_5324,19,Female,East,Education,48490.38,Website,Interest,50,16.79,0,Phone,0,3946.14,17.84,No Feedback
LEAD005325,Customer_5325,53,Male,West,Manufacturing,30866.33,Event,Awareness,116,82.48,0,In-Person,0,503.52,23.54,No Feedback
LEAD005326,Customer_5326,31,Male,East,Retail,52248.73,Referral,Intent,62,31.96,0,In-Person,0,9933.03,21.28,Negative
LEAD005327,Customer_5327,43,Female,East,Technology,10499.52,Event,Intent,62,45.49,0,Chat,0,2136.43,2.64,No Feedback
LEAD005328,Customer_5328,19,Female,Central,Finance,91792.96,SEO,Interest,29,85.59,0,In-Person,0,8304.24,16.72,Neutral
LEAD005329,Customer_5329,28,Female,East,Travel,27775.12,SEO,Interest,24,40.1,0,In-Person,1,1132.26,5.78,Positive
LEAD005330,Customer_5330,26,Male,West,Healthcare,63614.84,Cold Call,Consideration,36,52.83,0,Chat,1,9208.03,4.49,Neutral
LEAD005331,Customer_5331,67,Male,North,Healthcare,64957.87,Cold Call,Awareness,101,3.22,0,None,0,3606.97,25.71,Positive
LEAD005332,Customer_5332,53,Male,West,Manufacturing,25400.5,Event,Consideration,10,36.45,0,None,0,8743.49,5.5,No Feedback
LEAD005333,Customer_5333,24,Male,South,Technology,99677.84,Email,Consideration,85,37.28,0,Chat,0,2470.57,2.02,Negative
LEAD005334,Customer_5334,52,Male,North,Finance,48622.35,Referral,Awareness,83,82.13,0,Email,0,9804.88,0.52,Neutral
LEAD005335,Customer_5335,34,Female,West,Healthcare,75604.69,Cold Call,Intent,7,9.95,0,Phone,0,2569.97,10.24,Negative
LEAD005336,Customer_5336,43,Female,Central,Retail,3632.45,Email,Consideration,38,12.16,0,None,0,6434.02,29.06,Neutral
LEAD005337,Customer_5337,46,Prefer Not to Say,East,Finance,23400.49,Social Media,Interest,49,72.43,0,None,0,2353.5,28.98,Neutral
LEAD005338,Customer_5338,55,Female,Central,Healthcare,11004.45,Social Media,Awareness,5,75.24,0,In-Person,0,4992.41,17.77,Neutral
LEAD005339,Customer_5339,50,Male,North,Travel,35101.6,Referral,Awareness,49,52.27,0,Email,0,4807.88,5.86,No Feedback
LEAD005340,Customer_5340,28,Male,East,Healthcare,74525.75,Referral,Awareness,50,34.67,0,Chat,0,9329.06,13.69,Neutral
LEAD005341,Customer_5341,51,Male,East,Manufacturing,14529.37,Social Media,Consideration,47,58.35,0,Phone,0,3894.98,19.06,Positive
LEAD005342,Customer_5342,23,Male,North,Retail,41628.98,Email,Consideration,112,70.31,0,None,0,3264.0,19.69,Positive
LEAD005343,Customer_5343,35,Male,East,Travel,20003.75,Social Media,Consideration,9,14.0,1,Email,0,5157.23,20.52,Positive
LEAD005344,Customer_5344,48,Prefer Not to Say,East,Manufacturing,23069.16,Referral,Awareness,91,47.36,0,In-Person,0,4626.52,26.55,Negative
LEAD005345,Customer_5345,32,Female,North,Manufacturing,5357.87,Referral,Consideration,3,73.2,0,Phone,0,6551.75,0.17,Positive
LEAD005346,Customer_5346,47,Male,North,Technology,51043.25,SEO,Interest,8,26.17,0,Email,0,4415.62,21.34,Neutral
LEAD005347,Customer_5347,60,Female,South,Finance,17024.98,Email,Consideration,58,51.69,0,None,0,8103.01,25.48,Neutral
LEAD005348,Customer_5348,30,Other,North,Travel,31169.52,Email,Intent,20,41.51,0,In-Person,0,1571.33,25.15,Positive
LEAD005349,Customer_5349,22,Female,East,Education,36100.67,Website,Awareness,74,10.45,1,Phone,0,6545.57,27.08,Positive
LEAD005350,Customer_5350,37,Female,East,Technology,23144.71,Referral,Evaluation,16,79.58,0,Chat,0,4875.11,0.08,Positive
LEAD005351,Customer_5351,57,Male,South,Retail,48073.13,Event,Interest,12,9.35,0,In-Person,1,5793.09,10.82,Negative
LEAD005352,Customer_5352,64,Male,South,Manufacturing,9293.36,Website,Consideration,2,54.62,0,Chat,0,7423.2,5.05,Positive
LEAD005353,Customer_5353,35,Male,Central,Technology,70853.55,SEO,Intent,54,3.74,0,In-Person,0,4512.45,16.6,Neutral
LEAD005354,Customer_5354,60,Female,North,Retail,29520.06,Website,Intent,104,30.13,0,None,0,8233.59,14.55,Positive
LEAD005355,Customer_5355,19,Male,North,Travel,51380.08,Website,Awareness,106,0.31,1,None,0,3227.63,6.55,No Feedback
